"Trade flow","Year","Period","Tariff heading","Key","Key - text","Land","Quantity (kg)","Value (CHF)"
"IMP","2021","08_August","7108.1200","912","at least 99.5% of gold, for refining or other processing","Norway","133","7'095'808"
"IMP","2021","08_August","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Nicaragua","1'490","15'513'697"
"IMP","2021","08_August","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Morocco","12","435'589"
"IMP","2021","08_August","7108.1200","914","less than 99.5% of gold","Mongolia","1'413","66'861'096"
"IMP","2021","08_August","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mexico","3'175","52'011'297"
"IMP","2021","08_August","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mali","2'233","109'100'207"
"IMP","2021","08_August","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Maldives","205","3'529'284"
"IMP","2021","08_August","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Malaysia","21","1'021'710"
"IMP","2021","08_August","7108.1200","914","less than 99.5% of gold","Malaysia","126","6'156'998"
"IMP","2021","08_August","7108.1200","912","at least 99.5% of gold, for refining or other processing","Luxembourg","2","121'355"
"IMP","2021","08_August","7108.1200","914","less than 99.5% of gold","Luxembourg","8","318'141"
"IMP","2021","08_August","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Liberia","417","18'213'176"
"IMP","2021","08_August","7108.1200","912","at least 99.5% of gold, for refining or other processing","Lebanon","307","16'377'999"
"IMP","2021","08_August","7108.1200","914","less than 99.5% of gold","Lebanon","234","11'431'072"
"IMP","2021","08_August","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Laos","2'094","16'184'388"
"IMP","2021","08_August","7108.1200","912","at least 99.5% of gold, for refining or other processing","Korea (South)","15","789'327"
"IMP","2021","08_August","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Kenya","12","505'817"
"IMP","2021","08_August","7108.1200","912","at least 99.5% of gold, for refining or other processing","Japan","600","31'303'406"
"IMP","2021","08_August","7108.1200","912","at least 99.5% of gold, for refining or other processing","Italy","130","6'904'302"
"IMP","2021","08_August","7108.1200","913","at least 99.5% of gold, for other uses","Italy","2'386","126'243'846"
"IMP","2021","08_August","7108.1200","914","less than 99.5% of gold","Italy","482","18'704'144"
"IMP","2021","08_August","7108.1200","912","at least 99.5% of gold, for refining or other processing","Indonesia","408","21'487'598"
"IMP","2021","08_August","7108.1200","914","less than 99.5% of gold","Indonesia","600","31'876'581"
"IMP","2021","08_August","7108.1200","912","at least 99.5% of gold, for refining or other processing","Hong Kong","2'280","120'182'616"
"IMP","2021","08_August","7108.1200","913","at least 99.5% of gold, for other uses","Hong Kong","157","9'224'869"
"IMP","2021","08_August","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Guinea","504","23'753'693"
"IMP","2021","08_August","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Guiana, French","12","593'880"
"IMP","2021","08_August","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Ghana","2'476","115'094'689"
"IMP","2021","08_August","7108.1200","912","at least 99.5% of gold, for refining or other processing","Germany","478","25'476'737"
"IMP","2021","08_August","7108.1200","913","at least 99.5% of gold, for other uses","Germany","451","24'071'024"
"IMP","2021","08_August","7108.1200","914","less than 99.5% of gold","Germany","1'744","52'905'965"
"IMP","2021","08_August","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Georgia","183","5'405'120"
"IMP","2021","08_August","7108.1200","912","at least 99.5% of gold, for refining or other processing","France","112","5'909'121"
"IMP","2021","08_August","7108.1200","914","less than 99.5% of gold","France","146","5'608'871"
"IMP","2021","08_August","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Finland","624","30'706'548"
"IMP","2021","08_August","7108.1200","912","at least 99.5% of gold, for refining or other processing","Finland","437","22'699'204"
"IMP","2021","08_August","7108.1200","912","at least 99.5% of gold, for refining or other processing","Estonia","4","198'197"
"IMP","2021","08_August","7108.1200","914","less than 99.5% of gold","Estonia","1","31'331"
"IMP","2021","08_August","7108.1200","912","at least 99.5% of gold, for refining or other processing","Emirates, Arab","4'160","221'686'553"
"IMP","2021","08_August","7108.1200","913","at least 99.5% of gold, for other uses","Emirates, Arab","10","508'924"
"IMP","2021","08_August","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Ecuador","496","18'532'071"
"IMP","2021","08_August","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Dominican Rep.","6'326","83'997'909"
"IMP","2021","08_August","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Côte d'Ivoire","1'973","61'551'647"
"IMP","2021","08_August","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Colombia","182","8'739'169"
"IMP","2021","08_August","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Chile","14'631","69'521'379"
"IMP","2021","08_August","7108.1200","912","at least 99.5% of gold, for refining or other processing","Chile","101","5'364'035"
"IMP","2021","08_August","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Canada","3'532","121'214'001"
"IMP","2021","08_August","7108.1200","912","at least 99.5% of gold, for refining or other processing","Canada","288","15'226'080"
"IMP","2021","08_August","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Burkina Faso","5'369","242'995'365"
"IMP","2021","08_August","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Brazil","2'273","95'313'568"
"IMP","2021","08_August","7108.1200","912","at least 99.5% of gold, for refining or other processing","Belgium","94","4'949'893"
"IMP","2021","08_August","7108.1200","913","at least 99.5% of gold, for other uses","Belgium","21","1'047'645"
"IMP","2021","08_August","7108.1200","914","less than 99.5% of gold","Belgium","44","1'679'100"
"IMP","2021","08_August","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Azerbaijan","863","21'923'369"
"IMP","2021","08_August","7108.1200","913","at least 99.5% of gold, for other uses","Austria","17","918'901"
"IMP","2021","08_August","7108.1200","914","less than 99.5% of gold","Austria","98","3'045'257"
"IMP","2021","08_August","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Australia","4'698","19'504'558"
"IMP","2021","08_August","7108.1200","912","at least 99.5% of gold, for refining or other processing","Australia","2'050","111'786'708"
"IMP","2021","08_August","7108.1200","913","at least 99.5% of gold, for other uses","Australia","0","18'932"
"IMP","2021","08_August","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Argentina","12'441","81'358'144"
"IMP","2021","08_August","7108.1200","911","mined gold (according to the ""Explanatory notes"")","_ALL","87'416","1'669'659'378"
"IMP","2021","08_August","7108.1200","912","at least 99.5% of gold, for refining or other processing","_ALL","18'866","1'002'596'935"
"IMP","2021","08_August","7108.1200","913","at least 99.5% of gold, for other uses","_ALL","24'617","1'304'535'613"
"IMP","2021","08_August","7108.1200","914","less than 99.5% of gold","_ALL","5'654","229'573'785"
"IMP","2022","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Uzbekistan","1'000","53'351'976"
"IMP","2022","09_September","7108.1200","913","at least 99.5% of gold, for other uses","Uzbekistan","704","37'097'718"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","USA","1'402","52'307'860"
"IMP","2022","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","USA","23'266","1'260'079'297"
"IMP","2022","09_September","7108.1200","913","at least 99.5% of gold, for other uses","USA","11'136","607'207'721"
"IMP","2022","09_September","7108.1200","914","less than 99.5% of gold","USA","395","13'746'695"
"IMP","2022","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Uruguay","15","778'646"
"IMP","2022","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","United Kingdom","985","54'216'599"
"IMP","2022","09_September","7108.1200","913","at least 99.5% of gold, for other uses","United Kingdom","7'515","396'132'941"
"IMP","2022","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Turkey","50","2'650'111"
"IMP","2022","09_September","7108.1200","913","at least 99.5% of gold, for other uses","Turkey","216","11'709'330"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Tanzania","358","8'933'697"
"IMP","2022","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Taiwan","55","2'930'907"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Sweden","56","2'461'485"
"IMP","2022","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Sweden","0","27'103"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Suriname","1'737","87'422'283"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Spain","125","3'058'068"
"IMP","2022","09_September","7108.1200","913","at least 99.5% of gold, for other uses","Spain","175","9'482'191"
"IMP","2022","09_September","7108.1200","914","less than 99.5% of gold","Spain","40","1'739'846"
"IMP","2022","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","South Africa","1'133","59'893'664"
"IMP","2022","09_September","7108.1200","913","at least 99.5% of gold, for other uses","South Africa","4'694","243'270'994"
"IMP","2022","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Singapore","628","34'455'826"
"IMP","2022","09_September","7108.1200","913","at least 99.5% of gold, for other uses","Singapore","998","52'099'073"
"IMP","2022","09_September","7108.1200","914","less than 99.5% of gold","Singapore","35","1'614'101"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Senegal","802","40'125'943"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Saudi Arabia","1'181","44'223'969"
"IMP","2022","09_September","7108.1200","913","at least 99.5% of gold, for other uses","Russia","983","52'198'054"
"IMP","2022","09_September","7108.1200","914","less than 99.5% of gold","Romania","6","222'176"
"IMP","2022","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Poland","451","24'433'126"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Philippines","939","25'857'562"
"IMP","2022","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Philippines","3'185","175'366'067"
"IMP","2022","09_September","7108.1200","913","at least 99.5% of gold, for other uses","Philippines","12'991","695'172'070"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Peru","17'139","144'079'091"
"IMP","2022","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Peru","230","12'279'725"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Panama","55","2'084'331"
"IMP","2022","09_September","7108.1200","914","less than 99.5% of gold","Panama","74","2'543'318"
"IMP","2022","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Norway","154","8'267'676"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Nigeria","339","17'629'343"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Nicaragua","1'770","16'489'760"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Morocco","19","739'869"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mongolia","2'866","135'544'884"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mexico","2'730","41'809'412"
"IMP","2022","09_September","7108.1200","913","at least 99.5% of gold, for other uses","Mexico","400","21'064'951"
"IMP","2022","09_September","7108.1200","914","less than 99.5% of gold","Mexico","148","4'123'244"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mauritania","390","19'718'467"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mali","2'239","109'869'908"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Malaysia","20","1'033'839"
"IMP","2022","09_September","7108.1200","914","less than 99.5% of gold","Malaysia","28","873'585"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Liberia","818","36'803'294"
"IMP","2022","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Kazakhstan","7'724","411'760'083"
"IMP","2022","09_September","7108.1200","913","at least 99.5% of gold, for other uses","Kazakhstan","11'279","612'376'592"
"IMP","2022","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Japan","1'160","63'276'440"
"IMP","2022","09_September","7108.1200","913","at least 99.5% of gold, for other uses","Japan","1'803","97'508'187"
"IMP","2022","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Italy","1'129","60'040'314"
"IMP","2022","09_September","7108.1200","914","less than 99.5% of gold","Italy","605","23'566'574"
"IMP","2022","09_September","7108.1200","914","less than 99.5% of gold","Ireland","12","657'856"
"IMP","2022","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Hong Kong","2'810","156'365'346"
"IMP","2022","09_September","7108.1200","913","at least 99.5% of gold, for other uses","Hong Kong","4'153","225'636'009"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Guinea","548","25'869'800"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Ghana","6'001","279'566'102"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Germany","1","27'758"
"IMP","2022","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Germany","1'369","59'544'933"
"IMP","2022","09_September","7108.1200","913","at least 99.5% of gold, for other uses","Germany","95","5'081'362"
"IMP","2022","09_September","7108.1200","914","less than 99.5% of gold","Germany","1'471","41'344'916"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Georgia","162","5'226'928"
"IMP","2022","09_September","7108.1200","914","less than 99.5% of gold","France","24","986'839"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Finland","837","40'215'176"
"IMP","2022","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Finland","488","26'679'155"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Ecuador","783","32'390'951"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Dominican Rep.","6'017","80'657'397"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Côte d'Ivoire","3'043","107'022'222"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Colombia","219","10'691'464"
"IMP","2022","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","China","105","5'593'359"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Chile","9'013","47'106'322"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Canada","3'644","126'035'008"
"IMP","2022","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Canada","11'354","607'312'791"
"IMP","2022","09_September","7108.1200","913","at least 99.5% of gold, for other uses","Canada","13'749","733'703'935"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Burkina Faso","4'311","194'668'827"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Brazil","620","24'199'980"
"IMP","2022","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Brazil","2'987","160'300'069"
"IMP","2022","09_September","7108.1200","913","at least 99.5% of gold, for other uses","Brazil","1'188","64'207'419"
"IMP","2022","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Belgium","4","230'477"
"IMP","2022","09_September","7108.1200","913","at least 99.5% of gold, for other uses","Belgium","9","531'861"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Azerbaijan","752","15'668'613"
"IMP","2022","09_September","7108.1200","913","at least 99.5% of gold, for other uses","Austria","33","1'846'624"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Australia","15'397","86'139'474"
"IMP","2022","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Australia","3'382","185'939'927"
"IMP","2022","09_September","7108.1200","913","at least 99.5% of gold, for other uses","Australia","2'886","152'048'645"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Argentina","27'756","105'332'000"
"IMP","2022","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","_ALL","114'089","1'971'011'087"
"IMP","2022","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","_ALL","63'664","3'425'773'617"
"IMP","2022","09_September","7108.1200","913","at least 99.5% of gold, for other uses","_ALL","75'007","4'018'375'677"
"IMP","2022","09_September","7108.1200","914","less than 99.5% of gold","_ALL","2'838","91'419'150"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","USA","3'002","126'234'003"
"IMP","2021","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","USA","2'335","125'800'563"
"IMP","2021","09_September","7108.1200","913","at least 99.5% of gold, for other uses","USA","4'963","264'594'546"
"IMP","2021","09_September","7108.1200","914","less than 99.5% of gold","USA","173","7'165'538"
"IMP","2021","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Uruguay","9","463'075"
"IMP","2021","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","United Kingdom","10'024","531'335'842"
"IMP","2021","09_September","7108.1200","913","at least 99.5% of gold, for other uses","United Kingdom","59'942","3'193'407'601"
"IMP","2021","09_September","7108.1200","914","less than 99.5% of gold","United Kingdom","120","3'775'256"
"IMP","2021","09_September","7108.1200","914","less than 99.5% of gold","Ukraine","69","2'146'021"
"IMP","2021","09_September","7108.1200","914","less than 99.5% of gold","Turkey","59","1'931'232"
"IMP","2021","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Thailand","152","8'178'591"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Tanzania","626","20'005'118"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Sweden","41","2'100'442"
"IMP","2021","09_September","7108.1200","914","less than 99.5% of gold","Sweden","0","16'324"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Suriname","1'770","89'394'629"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Spain","118","1'470'116"
"IMP","2021","09_September","7108.1200","914","less than 99.5% of gold","Spain","56","2'104'132"
"IMP","2021","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","South Africa","44","2'325'740"
"IMP","2021","09_September","7108.1200","913","at least 99.5% of gold, for other uses","South Africa","4'667","250'116'369"
"IMP","2021","09_September","7108.1200","914","less than 99.5% of gold","South Africa","411","21'443'139"
"IMP","2021","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Singapore","155","8'344'053"
"IMP","2021","09_September","7108.1200","913","at least 99.5% of gold, for other uses","Singapore","550","28'866'695"
"IMP","2021","09_September","7108.1200","914","less than 99.5% of gold","Singapore","39","1'838'514"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Senegal","1'050","50'931'953"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Saudi Arabia","2'121","78'850'164"
"IMP","2021","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Russia","217","11'534'055"
"IMP","2021","09_September","7108.1200","913","at least 99.5% of gold, for other uses","Russia","1'512","81'109'948"
"IMP","2021","09_September","7108.1200","914","less than 99.5% of gold","Romania","50","1'629'715"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Philippines","1'854","58'089'734"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Peru","18'484","157'602'691"
"IMP","2021","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Peru","602","31'989'763"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Panama","102","3'691'986"
"IMP","2021","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Norway","133","7'111'516"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Nicaragua","1'908","20'460'260"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Morocco","13","385'287"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mongolia","1'941","91'524'882"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mexico","2'666","43'206'267"
"IMP","2021","09_September","7108.1200","914","less than 99.5% of gold","Mexico","208","5'463'857"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mali","2'633","131'944'780"
"IMP","2021","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Malaysia","31","1'554'796"
"IMP","2021","09_September","7108.1200","914","less than 99.5% of gold","Malaysia","60","2'988'485"
"IMP","2021","09_September","7108.1200","914","less than 99.5% of gold","Luxembourg","34","1'475'192"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Liberia","655","26'872'359"
"IMP","2021","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Lebanon","165","8'763'548"
"IMP","2021","09_September","7108.1200","914","less than 99.5% of gold","Lebanon","496","24'166'914"
"IMP","2021","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Korea (South)","28","1'457'103"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Kenya","14","536'752"
"IMP","2021","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Japan","600","32'440'022"
"IMP","2021","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Italy","90","4'795'778"
"IMP","2021","09_September","7108.1200","913","at least 99.5% of gold, for other uses","Italy","1'398","74'637'473"
"IMP","2021","09_September","7108.1200","914","less than 99.5% of gold","Italy","718","29'083'596"
"IMP","2021","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Indonesia","239","12'889'843"
"IMP","2021","09_September","7108.1200","914","less than 99.5% of gold","Indonesia","160","8'515'193"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Hong Kong","288","15'507'059"
"IMP","2021","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Hong Kong","3'384","180'966'166"
"IMP","2021","09_September","7108.1200","914","less than 99.5% of gold","Hong Kong","352","17'366'198"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Guinea","693","33'128'067"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Guiana, French","20","1'055'084"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Ghana","3'123","146'131'111"
"IMP","2021","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Germany","758","40'591'676"
"IMP","2021","09_September","7108.1200","913","at least 99.5% of gold, for other uses","Germany","130","6'970'053"
"IMP","2021","09_September","7108.1200","914","less than 99.5% of gold","Germany","1'703","51'668'947"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Georgia","143","4'568'158"
"IMP","2021","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","France","164","8'659'377"
"IMP","2021","09_September","7108.1200","914","less than 99.5% of gold","France","295","9'881'802"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Finland","832","39'953'098"
"IMP","2021","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Finland","476","25'549'049"
"IMP","2021","09_September","7108.1200","914","less than 99.5% of gold","Estonia","2","59'035"
"IMP","2021","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Emirates, Arab","11'514","617'229'243"
"IMP","2021","09_September","7108.1200","913","at least 99.5% of gold, for other uses","Emirates, Arab","3","171'272"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Ecuador","543","21'110'417"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Dominican Rep.","2'388","27'171'983"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Côte d'Ivoire","1'933","58'987'114"
"IMP","2021","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Czechia","6","299'709"
"IMP","2021","09_September","7108.1200","913","at least 99.5% of gold, for other uses","Czechia","5","266'880"
"IMP","2021","09_September","7108.1200","914","less than 99.5% of gold","Czechia","6","184'952"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Colombia","271","13'227'378"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Chile","13'327","54'673'002"
"IMP","2021","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Chile","378","20'303'821"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Canada","2'606","94'172'876"
"IMP","2021","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Canada","2'053","111'887'048"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Burkina Faso","4'973","226'330'973"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Brazil","2'361","104'603'161"
"IMP","2021","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Belgium","81","4'290'287"
"IMP","2021","09_September","7108.1200","914","less than 99.5% of gold","Belgium","129","5'885'132"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Azerbaijan","760","17'002'592"
"IMP","2021","09_September","7108.1200","913","at least 99.5% of gold, for other uses","Austria","130","7'131'540"
"IMP","2021","09_September","7108.1200","914","less than 99.5% of gold","Austria","138","4'821'136"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Australia","4'649","16'872'706"
"IMP","2021","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","Australia","1'932","106'438'043"
"IMP","2021","09_September","7108.1200","913","at least 99.5% of gold, for other uses","Australia","33","1'756'414"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Argentina","8'043","68'072'619"
"IMP","2021","09_September","7108.1200","911","mined gold (according to the ""Explanatory notes"")","_ALL","85'951","1'845'868'821"
"IMP","2021","09_September","7108.1200","912","at least 99.5% of gold, for refining or other processing","_ALL","35'570","1'905'198'707"
"IMP","2021","09_September","7108.1200","913","at least 99.5% of gold, for other uses","_ALL","73'333","3'909'028'791"
"IMP","2021","09_September","7108.1200","914","less than 99.5% of gold","_ALL","5'278","203'610'310"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","Uzbekistan","366","19'819'099"
"IMP","2022","10_October","7108.1200","913","at least 99.5% of gold, for other uses","Uzbekistan","369","20'082'197"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","USA","1'455","54'451'891"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","USA","36'022","1'983'592'097"
"IMP","2022","10_October","7108.1200","913","at least 99.5% of gold, for other uses","USA","18'759","1'015'412'169"
"IMP","2022","10_October","7108.1200","914","less than 99.5% of gold","USA","735","22'473'937"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","United Kingdom","3'188","171'061'962"
"IMP","2022","10_October","7108.1200","913","at least 99.5% of gold, for other uses","United Kingdom","2'627","142'476'683"
"IMP","2022","10_October","7108.1200","914","less than 99.5% of gold","United Kingdom","1","15'957"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","Turkey","170","9'158'991"
"IMP","2022","10_October","7108.1200","913","at least 99.5% of gold, for other uses","Turkey","107","5'852'780"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Thailand","306","15'804'277"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","Thailand","605","33'077'661"
"IMP","2022","10_October","7108.1200","914","less than 99.5% of gold","Thailand","1'215","61'852'900"
